article,word,picture,wclass,definition-en,definition-ru,definition-am,gender,section,section_new,portion,catalog,language,weight,description,,,need correction
die,Jugendliche,no,noun,adolescents,молодой,երիտասարդ,,A2.1-1,A2.1-1,5,Tangram 2,German,13,,,,
die,junge Leute,,noun,young people,молодые люди,երիտասարդներ,,A2.1-1,A2.1-1,1,Tangram 2,German,13,,,,
die,Klingel,,noun,bell,колокол,զանգ,,A2.1-1,A2.1-1,2,Tangram 2,German,13,,,,
der,Kreis,,noun,circle,круг,շրջանակ,,A2.1-1,A2.1-1,4,Tangram 2,German,13,,,,
die,Lehre,no,noun,teaching,учение,ուսուցում,,A2.1-1,A2.1-1,5,Tangram 2,German,13,,,,
der,Lehrling,,noun,trainee,ученик,աշկերտ,,A2.1-1,A2.1-1,1,Tangram 2,German,13,,,,
der,Meister,no,noun,master,мастер,վարպետ,,A2.1-1,A2.1-1,2,Tangram 2,German,13,,,,
das,Studentenwohnheim,no,noun,dorm,общежитие,հանրակացարան,,A2.1-1,A2.1-1,3,Tangram 2,German,13,,,,
die,Studentin,,noun,student,студент,ուսանող,,A2.1-1,A2.1-1,4,Tangram 2,German,13,,,,
der,Trend,no,noun,trend,тенденция,միտում,,A2.1-1,A2.1-1,5,Tangram 2,German,13,,,,
der,Wagen,,noun,car,автомобиль,մեքենա,,A2.1-1,A2.1-1,1,Tangram 2,German,13,,,,
der,Weg,,noun,way,дорога,ճանապարհ,,A2.1-1,A2.1-1,2,Tangram 2,German,13,,,,
die,Werkstatt,no,noun,workshop,семинар,Սեմինար,,A2.1-1,A2.1-1,3,Tangram 2,German,13,,,,
das,Werkzeug,no,noun,tool,инструмент,գործիք,,A2.1-1,A2.1-1,4,Tangram 2,German,13,,,,
,ausziehen,,verb,take off,раздевать,հանվել,,A2.1-1,A2.1-1,1,Tangram 2,German,13,,,,
,beenden,,verb,complete,заканчивать,ավարտել,,A2.1-1,A2.1-1,2,Tangram 2,German,13,,,,
,durfte,,verb,was allowed,может,կարող է,,A2.1-1,A2.1-1,3,Tangram 2,German,13,,,,
,folgen,,verb,follow,следовать,հետեւել,,A2.1-1,A2.1-1,4,Tangram 2,German,13,,,,
,führen,,verb,lead,вести,կապար,,A2.1-1,A2.1-1,5,Tangram 2,German,13,,,,
,gab,,verb,gave,давать,եղել,,A2.1-1,A2.1-1,1,Tangram 2,German,13,Präteritum von dürfen,,,
,heiraten,,verb,married,жениться,ամուսնանալ,,A2.1-1,A2.1-1,3,Tangram 2,German,13,,,,
,konnte,,verb,could,может,կարող է,,A2.1-1,A2.1-1,5,Tangram 2,German,13,,,,
,liefern,,verb,provide,поставка,մատակարարում,,A2.1-1,A2.1-1,1,Tangram 2,German,13,,,,
,mieten,,verb,rent,арендовать,վարձակալել,,A2.1-1,A2.1-1,2,Tangram 2,German,13,,,,
,mussten,,verb,had,было,ունեցել,,A2.1-1,A2.1-1,3,Tangram 2,German,13,,,,
,rauchen,,verb,smoke,дым,ծուխ,,A2.1-1,A2.1-1,4,Tangram 2,German,13,,,,
,reparieren,,verb,repair,ремонт,նորոգում,,A2.1-1,A2.1-1,5,Tangram 2,German,13,,,,
,sich gut verstehen,,verb,understand well,хорошо понимать друг друга,իրար լավ հասկանալ,,A2.1-1,A2.1-1,1,Tangram 2,German,13,,,,
,sich gewöhnen,,verb,get used,привыкать,վարժեցնել,,A2.1-1,A2.1-1,2,Tangram 2,German,13,,,,
,stören,,verb,disturb,беспокоить,գլխացավանք,,A2.1-1,A2.1-1,3,Tangram 2,German,13,,,,
,treffen,,verb,meet,встреча,հանդիպել,,A2.1-1,A2.1-1,4,Tangram 2,German,13,,,,
,verreisen,,verb,travel,путешествовать,ճանապարհորդել,,A2.1-1,A2.1-1,5,Tangram 2,German,13,,,,
,wollte,,verb,wanted,хотел,ուզում էի,,A2.1-1,A2.1-1,1,Tangram 2,German,13,,,,
,wurde,,verb,was,было,էր,,A2.1-1,A2.1-1,2,Tangram 2,German,13,,,,
,automatisch,,adjective,automatically,автоматически,ինքնաբերաբար,,A2.1-1,A2.1-1,1,Tangram 2,German,13,,,,
,bleibt,,adjective,remains,остатки,մնացորդները,,A2.1-1,A2.1-1,2,Tangram 2,German,13,,,,
,schwanger,,adjective,pregnant,беременная,հղի,,A2.1-1,A2.1-1,3,Tangram 2,German,13,,,,
,gefährlich,,adjective,dangerous,опасный,վտանգավոր,,A2.1-1,A2.1-1,4,Tangram 2,German,13,,,,
,bloß,,other,only,просто,պարզապես,,A2.1-1,A2.1-1,1,Tangram 2,German,13,,,,
,dabeihaben,,other,there have,иметь при себе,միաժամանակ,,A2.1-1,A2.1-1,2,Tangram 2,German,13,,,,
,damals,,other,then,то,ապա,,A2.1-1,A2.1-1,3,Tangram 2,German,13,,,,
,dauernd,,other,lasting,постоянно,մշտապես,,A2.1-1,A2.1-1,4,Tangram 2,German,13,,,,
,direkt,,other,direct,непосредственно,ուղիղ,,A2.1-1,A2.1-1,5,Tangram 2,German,13,,,,
,eben,,other,just,просто,պարզապես,,A2.1-1,A2.1-1,1,Tangram 2,German,13,,,,
,erst heute,,other,only today,только сегодня,միայն այսօր,,A2.1-1,A2.1-1,2,Tangram 2,German,13,,,,
,etwa,,other,about,о,մոտ,,A2.1-1,A2.1-1,3,Tangram 2,German,13,,,,
,fast nichts,,other,almost nothing,почти ничего не,գրեթե ոչինչ չի,,A2.1-1,A2.1-1,4,Tangram 2,German,13,,,,
,genug,,other,enough,достаточно,բավական,,A2.1-1,A2.1-1,5,Tangram 2,German,13,,,,
,immer mal,,other,from time to time,периодически,ժամանակ առ ժամանակ,,A2.1-1,A2.1-1,1,Tangram 2,German,13,,,,
,kaum,,other,hardly,едва,հազիվ թե,,A2.1-1,A2.1-1,2,Tangram 2,German,13,,,,
,los,,other,off,избавиться от,ազատվել,,A2.1-1,A2.1-1,3,Tangram 2,German,13,,,,
,nachher,,other,afterwards,после ,հետո,,A2.1-1,A2.1-1,4,Tangram 2,German,13,,,,
,obwohl,,other,although,хотя,չնայած որ,,A2.1-1,A2.1-1,5,Tangram 2,German,13,,,,
,sonnig,,adjective,sunny,солнечный,արեւոտ,,A2.1-1,A2.1-1,1,Tangram 2,German,13,,,,
,schon gestern,,other,yesterday,вчера,երեկ,,A2.1-1,A2.1-1,2,Tangram 2,German,13,,,,
,vorher,,other,before,предварительно,նախապես,,A2.1-1,A2.1-1,3,Tangram 2,German,13,,,,
,weg,,other,away,прочь,հեռավորության վրա,,A2.1-1,A2.1-1,4,Tangram 2,German,13,,,,
,wegen,,other,because of,потому что,քանի որ,,A2.1-1,A2.1-1,5,Tangram 2,German,13,,,,
,ziemlich,,other,pretty,довольно,բավականին,,A2.1-1,A2.1-1,4,Tangram 2,German,13,,,,
,zwar,,other,indeed,действительно,իրոք,,A2.1-1,A2.1-1,5,Tangram 2,German,13,,,,
die,Ankunft,no,noun,arrival,прибытие,Ժամանում,,A2.1-2,A2.1-2,2,Tangram 2,German,14,,,,
die,Autobahn,,noun,highway,шоссе,մայրուղի,,A2.1-2,A2.1-2,4,Tangram 2,German,14,,,,
der,Berg,,noun,mountain,гора,լեռ,,A2.1-2,A2.1-2,6,Tangram 2,German,14,,,,
die,Bewegung,no,noun,movment,движение,շարժում,,A2.1-2,A2.1-2,7,Tangram 2,German,14,,,,
das,Boot,,noun,boat,лодка,նավակ,,A2.1-2,A2.1-2,1,Tangram 2,German,14,,,,
das,Camping,,verb,camping,кемпинг,քեմփինգ,,A2.1-2,A2.1-2,2,Tangram 2,German,14,,,,
der,Dichter,no,noun,poet,поэт,բանաստեղծ,,A2.1-2,A2.1-2,3,Tangram 2,German,14,,,,
der,Einwohner,no,noun,population,житель,բնակիչներ,,A2.1-2,A2.1-2,4,Tangram 2,German,14,,,,
die,Fabrik,,noun,factory,завод,գործարան,,A2.1-2,A2.1-2,6,Tangram 2,German,14,,,,
der,Fluss,,noun,river,река,գետ,,A2.1-2,A2.1-2,7,Tangram 2,German,14,,,,
das,Gebäude,,noun,building,Здание,շենք,,A2.1-2,A2.1-2,1,Tangram 2,German,14,,,,
das,Gebirge,,noun,mountain range,Горы,լեռ,,A2.1-2,A2.1-2,2,Tangram 2,German,14,,,,
die,Gelegenheit,no,noun,oppartunity,возможность,հնարավորություն,,A2.1-2,A2.1-2,3,Tangram 2,German,14,,,,
die,Geschichte,no,noun,history,История,պատմություն,,A2.1-2,A2.1-2,4,Tangram 2,German,14,,,,
das,Gepäck,,noun,laggage,багаж,ուղեբեռ,,A2.1-2,A2.1-2,5,Tangram 2,German,14,,,,
die,Grenze,no,noun,limit,граница,սահման,,A2.1-2,A2.1-2,6,Tangram 2,German,14,,,,
der,Gruß,no,noun,greeting,приветствие,ողջույն,,A2.1-2,A2.1-2,7,Tangram 2,German,14,,,,
der,Hafen,,noun,port,порт,նավահանգիստ,,A2.1-2,A2.1-2,1,Tangram 2,German,14,,,,
die,Haupstadt,no,noun,capital,столица,մայրաքաղաք,,A2.1-2,A2.1-2,2,Tangram 2,German,14,,,,
der,König,,noun,king,король,թագավոր,,A2.1-2,A2.1-2,3,Tangram 2,German,14,,,,
der,Kontinent,no,noun,continent,континент,մայրցամաք,,A2.1-2,A2.1-2,4,Tangram 2,German,14,,,,
das,Kostüm,,noun,costum,костюм,կոստյում,,A2.1-2,A2.1-2,5,Tangram 2,German,14,,,,
die,Kultur,no,noun,culture,культура,մշակույթ,,A2.1-2,A2.1-2,6,Tangram 2,German,14,,,,
die,Lage,,other,location,Расположение,իրավիճակ,,A2.1-2,A2.1-2,7,Tangram 2,German,14,,,,
das,Meer,,noun,sea,море,ծով,,A2.1-2,A2.1-2,2,Tangram 2,German,14,,,,
der,Prospekt,,noun,brochure,брошюра,գրքույկ,,A2.1-2,A2.1-2,3,Tangram 2,German,14,,,,
die,Qualität,,other,quality,качество,որակ,,A2.1-2,A2.1-2,4,Tangram 2,German,14,,,,
das,Recht,no,noun,right,право,իրավունքը,,A2.1-2,A2.1-2,5,Tangram 2,German,14,,,,
die,Region,no,noun,region,область,տարածաշրջան,,A2.1-2,A2.1-2,6,Tangram 2,German,14,,,,
der,Sitz,no,noun,seat,сиденье,նստավայր,,A2.1-2,A2.1-2,1,Tangram 2,German,14,,,,
die,Sonne,,noun,sun,солнце,արեւ,,A2.1-2,A2.1-2,2,Tangram 2,German,14,,,,
der,Streit,no,noun,dispute,ссора,վեճ,,A2.1-2,A2.1-2,4,Tangram 2,German,14,,,,
der,Strand,,noun,beach,пляж,լողափ,,A2.1-2,A2.1-2,5,Tangram 2,German,14,,,,
das,Teil,no,noun,part,часть,մաս,,A2.1-2,A2.1-2,6,Tangram 2,German,14,,,,
die,Verspätung,no,noun,delay,опоздание,ուշացում,,A2.1-2,A2.1-2,1,Tangram 2,German,14,,,,
der,Wald,,noun,forest,лес,անտառ,,A2.1-2,A2.1-2,2,Tangram 2,German,14,,,,
die,Wirtschaft,,noun,economy,экономика,տնտեսություն,,A2.1-2,A2.1-2,3,Tangram 2,German,14,,,,
der,Zahn,,noun,tooth,зуб,ատամ,,A2.1-2,A2.1-2,4,Tangram 2,German,14,,,,
das,Zeichen,no,noun,sign,знак,նշան,,A2.1-2,A2.1-2,5,Tangram 2,German,14,,,,
die,Zeitschrift,,noun,magazine,журнал,ամսագիր,,A2.1-2,A2.1-2,6,Tangram 2,German,14,,,,
das,Zentrum,,other,center,центр,կենտրոն,,A2.1-2,A2.1-2,7,Tangram 2,German,14,,,,
das,Zeug,no,noun,staff,материал,իրեր,,A2.1-2,A2.1-2,1,Tangram 2,German,14,,,,
das,Ziel,no,noun,target,цель,նպատակ,,A2.1-2,A2.1-2,2,Tangram 2,German,14,,,,
der,Zug,,noun,train,поезд,գնացք,,A2.1-2,A2.1-2,3,Tangram 2,German,14,,,,
,abfliegen,,verb,depart,отходить,հեռանալ,,A2.1-2,A2.1-2,4,Tangram 2,German,14,,,,
,ankommen,,verb,arrive,прибывать,ժամանել,,A2.1-2,A2.1-2,5,Tangram 2,German,14,,,,
,ansehen,,verb,view,вид,տեսարան,,A2.1-2,A2.1-2,6,Tangram 2,German,14,,,,
,aussprechen,,verb,pronounce,выговорить,արտահայտել,,A2.1-2,A2.1-2,7,Tangram 2,German,14,,,,
,beginnen,,verb,begin,начать,սկսել,,A2.1-2,A2.1-2,1,Tangram 2,German,14,,,,
,benutzen,,verb,use,использовать,օգտագործել,,A2.1-2,A2.1-2,2,Tangram 2,German,14,,,,
,beschriben,,verb,describe,описывать,նկարագրել,,A2.1-2,A2.1-2,3,Tangram 2,German,14,,,,
,bestehen,,verb,exist,состоять,բաղկացած է,,A2.1-2,A2.1-2,4,Tangram 2,German,14,,,,
,bleiben,,verb,stay,остаться,մնալ,,A2.1-2,A2.1-2,5,Tangram 2,German,14,,,,
,einkaufen,,verb,shop,покупка,գնումներ,,A2.1-2,A2.1-2,6,Tangram 2,German,14,,,,
,einschlafen,,verb,fall asleep,засыпать,քնել,,A2.1-2,A2.1-2,7,Tangram 2,German,14,,,,
,erleben,,verb,experience,опыт,փորձառություն,,A2.1-2,A2.1-2,1,Tangram 2,German,14,,,,
,fliegen,,verb,fly,летать,թռչել,,A2.1-2,A2.1-2,2,Tangram 2,German,14,,,,
,fließen,,verb,flow,течь,հոսել,,A2.1-2,A2.1-2,3,Tangram 2,German,14,,,,
,fotografieren,,verb,to photograph,фотография,լուսանկար,,A2.1-2,A2.1-2,4,Tangram 2,German,14,,,,
,gehen,,verb,go,идти,գնալ,,A2.1-2,A2.1-2,5,Tangram 2,German,14,,,,
,geschlossen,,verb,closed,закрыто,փակ,,A2.1-2,A2.1-2,6,Tangram 2,German,14,,,,
,mitbringen,,verb,bring,приносить,բերել,,A2.1-2,A2.1-2,7,Tangram 2,German,14,,,,
,mitmachen,,verb,join,присоединиться,միանալ,,A2.1-2,A2.1-2,1,Tangram 2,German,14,,,,
,passieren,,verb,happen,случаться,պատահել,,A2.1-2,A2.1-2,2,Tangram 2,German,14,,,,
,planen,,verb,plan,план,պլան,,A2.1-2,A2.1-2,3,Tangram 2,German,14,,,,
,sein,,verb,be,его,նրա,,A2.1-2,A2.1-2,4,Tangram 2,German,14,,,,
,Sport treiben,,verb,do sports,заниматься спортом,սպորտով զբաղվել,,A2.1-2,A2.1-2,5,Tangram 2,German,14,,,,
,tun,,verb,do,делать,անել,,A2.1-2,A2.1-2,6,Tangram 2,German,14,,,,
,verbessern,,verb,improve,улучшать,բարելավել,,A2.1-2,A2.1-2,7,Tangram 2,German,14,,,,
,vergessen,,verb,forget,забывать,մոռանալ,,A2.1-2,A2.1-2,1,Tangram 2,German,14,,,,
,verstehen,,verb,understand,понимать,հասկանալ,,A2.1-2,A2.1-2,2,Tangram 2,German,14,,,,
,berühmt,,adjective,famous,известный,հայտնի,,A2.1-2,A2.1-2,3,Tangram 2,German,14,,,,
,braun,,adjective,brown,коричневый,դարչնագույն,,A2.1-2,A2.1-2,4,Tangram 2,German,14,,,,
,fit,,adjective,fit,приспосабливать,տեղավորել,,A2.1-2,A2.1-2,5,Tangram 2,German,14,,,,
,kühl,,adjective,cool,прохладный,զով,,A2.1-2,A2.1-2,6,Tangram 2,German,14,,,,
,lieb,,adjective,dear,дорогой,սիրելի,,A2.1-2,A2.1-2,7,Tangram 2,German,14,,,,
,lustig,,adjective,funny,смешной,զվարճալի,,A2.1-2,A2.1-2,1,Tangram 2,German,14,,,,
,perfekt,,adjective,perfect,совершенный,կատարյալ,,A2.1-2,A2.1-2,2,Tangram 2,German,14,,,,
,prima,,adjective,fine,большой,մեծ,,A2.1-2,A2.1-2,3,Tangram 2,German,14,,,,
,resgelmäßig,,adjective,regular,resgelmäßig,resgelmäßig,,A2.1-2,A2.1-2,4,Tangram 2,German,14,,,,
,spät,,adjective,late,поздно,ուշ,,A2.1-2,A2.1-2,5,Tangram 2,German,14,,,,
,typisch,,adjective,typical,типичный,բնորոշ,,A2.1-2,A2.1-2,6,Tangram 2,German,14,,,,
,unregelmeäßig,,adjective,irregular,unregelmeäßig,unregelmeäßig,,A2.1-2,A2.1-2,7,Tangram 2,German,14,,,,
,alles,,other,all,все,ամեն ինչ,,A2.1-2,A2.1-2,1,Tangram 2,German,14,,,,
,aus aller Welt,,other,from around the world,со всего мира,ամբողջ աշխարհից,,A2.1-2,A2.1-2,2,Tangram 2,German,14,,,,
,bei Nacht,,other,at night,ночью,գիշերը,,A2.1-2,A2.1-2,3,Tangram 2,German,14,,,,
,es geht weiter,,other,it goes forward,"Итак, продолжим",տեւում է,,A2.1-2,A2.1-2,4,Tangram 2,German,14,,,,
,"Hallo, Ihr Lieben",,other,"Hallo, dear ones","Здравствуйте, дорогие","Բարեւ, սիրելիներս",,A2.1-2,A2.1-2,5,Tangram 2,German,14,,,,
,hoffentlich,,other,hopefully,с надеждой,"Հուսով ենք, որ",,A2.1-2,A2.1-2,6,Tangram 2,German,14,,,,
,im Norden,,other,in north,на севере,երկրի հյուսիսում,,A2.1-2,A2.1-2,7,Tangram 2,German,14,,,,
,im Osten,,other,in east,на востоке,է դեպի արեւելք,,A2.1-2,A2.1-2,1,Tangram 2,German,14,,,,
,im Suden,,other,in south,на юге,է հարավ,,A2.1-2,A2.1-2,2,Tangram 2,German,14,,,,
,im Westen,,other,in west,на Западе,արեւմուտքում,,A2.1-2,A2.1-2,3,Tangram 2,German,14,,,,
,Klasse!,,other,Class!,Класс!,մանրամասն ,,A2.1-2,A2.1-2,4,Tangram 2,German,14,,,,
,Liebe Grüße,,other,best regards,всего хорошего,ողջույններ,,A2.1-2,A2.1-2,5,Tangram 2,German,14,,,,
,möglich,,other,possible,это возможно,հնարավոր,,A2.1-2,A2.1-2,6,Tangram 2,German,14,,,,
,neulich,,other,recently,в последнее время,վերջերս,,A2.1-2,A2.1-2,7,Tangram 2,German,14,,,,
,seit,,other,since,так как,հետո,,A2.1-2,A2.1-2,1,Tangram 2,German,14,,,,
,schon einmal,,other,ever,уже раз,միշտ,,A2.1-2,A2.1-2,2,Tangram 2,German,14,,,,
,Stell dir vor!,,other,Imagine!,Представь себе!,Պատկերացրեք!,,A2.1-2,A2.1-2,3,Tangram 2,German,14,,,,
,täglich,,other,daily,ежедневно,օրական,,A2.1-2,A2.1-2,4,Tangram 2,German,14,,,,
,vor drei Jahren,,other,three years ago,три года назад,երեք տարի առաջ,,A2.1-2,A2.1-2,5,Tangram 2,German,14,,,,
,völlig,,other,complately,полностью,ամբողջովին,,A2.1-2,A2.1-2,6,Tangram 2,German,14,,,,
,was = etwas,,other,something,что нибудь,ինչ - որ բան,,A2.1-2,A2.1-2,7,Tangram 2,German,14,,,,
der,Alkohol,,noun,alcohol,алкоголь,ալկոհոլ,,A2.1-3,A2.1-3,1,Tangram 2,German,15,,,,
,Appetit,no,noun,appetit,аппетит,ախորժակ,,A2.1-3,A2.1-3,2,Tangram 2,German,15,,,,
der,Arm,,noun,arm,рука,թեւ,,A2.1-3,A2.1-3,3,Tangram 2,German,15,,,,
die,Aussage,no,noun,statement,заявление,հայտարարություն,,A2.1-3,A2.1-3,4,Tangram 2,German,15,,,,
der,Durst,,other,thirst,жажда,ծարավ,,A2.1-3,A2.1-3,6,Tangram 2,German,15,,,,
das,Bein,,noun,leg,нога,ոտք,,A2.1-3,A2.1-3,7,Tangram 2,German,15,,,,
die,Besserung,,other,recovery,улучшение,բարելավում,,A2.1-3,A2.1-3,1,Tangram 2,German,15,,,,
die,Creme,,noun,cream,крем,սերուցք,,A2.1-3,A2.1-3,3,Tangram 2,German,15,,,,
die,Diät,no,noun,diet,диета,դիետա,,A2.1-3,A2.1-3,5,Tangram 2,German,15,,,,
die,Ehe,,noun,marriage,брак,ամուսնություն,,A2.1-3,A2.1-3,6,Tangram 2,German,15,,,,
das,Eis,,noun,Ice Cream,лед,սառույց,,A2.1-3,A2.1-3,7,Tangram 2,German,15,,,,
der,Essig,,noun,vinegar,уксус,քացախ,,A2.1-3,A2.1-3,1,Tangram 2,German,15,,,,
der,Finger,,noun,finger,палец,մատ,,A2.1-3,A2.1-3,3,Tangram 2,German,15,,,,
der,Fuß,,noun,foot,нога,ոտք,,A2.1-3,A2.1-3,4,Tangram 2,German,15,,,,
das,Gericht,,noun,dish,суд,դատարան,,A2.1-3,A2.1-3,5,Tangram 2,German,15,,,,
der,Geschmack,no,noun,taste,вкус,համ,,A2.1-3,A2.1-3,6,Tangram 2,German,15,,,,
die,Grippe,no,noun,flu,грипп,գրիպ,,A2.1-3,A2.1-3,1,Tangram 2,German,15,,,,
der,Hals,,noun,neck,горло,պարանոց,,A2.1-3,A2.1-3,3,Tangram 2,German,15,,,,
die,Hand,,noun,hand,рука,ձեռք,,A2.1-3,A2.1-3,4,Tangram 2,German,15,,,,
das,Heft,,noun,notebook,тетрадь,գրքույկ,,A2.1-3,A2.1-3,6,Tangram 2,German,15,,,,
das,Hemd,,noun,shirt,рубашка,վերնաշապիկ,,A2.1-3,A2.1-3,7,Tangram 2,German,15,,,,
der,Honig,,noun,honey,меда,մեղր,,A2.1-3,A2.1-3,1,Tangram 2,German,15,,,,
der,Hosten,,other,host,хозяин,ընդունող,,A2.1-3,A2.1-3,2,Tangram 2,German,15,,,,
die,Jacke,,noun,Jacket,куртка,բաճկոն,,A2.1-3,A2.1-3,3,Tangram 2,German,15,,,,
der,Job,no,noun,Job,работа,աշխատանք,,A2.1-3,A2.1-3,4,Tangram 2,German,15,,,,
das,Klavier,,noun,piano,пианино,դաշնամուր,,A2.1-3,A2.1-3,5,Tangram 2,German,15,,,,
das,Knie,,noun,knee,колено,ծունկ,,A2.1-3,A2.1-3,6,Tangram 2,German,15,,,,
der,Kopf,,noun,head,голова,ղեկավար,,A2.1-3,A2.1-3,1,Tangram 2,German,15,,,,
die,Krankheit,,noun,sickness,болезнь,հիվանդություն,,A2.1-3,A2.1-3,2,Tangram 2,German,15,,,,
das,Material,,other,material,материал,նյութական,,A2.1-3,A2.1-3,3,Tangram 2,German,15,,,,
das,Medikament,,noun,medecine,препарат,դեղ,,A2.1-3,A2.1-3,4,Tangram 2,German,15,,,,
die,Menge,,noun,amount,количество,գումար,,A2.1-3,A2.1-3,5,Tangram 2,German,15,,,,
das,Menü,,noun,menu,меню,մենյու,,A2.1-3,A2.1-3,6,Tangram 2,German,15,,,,
der,Mund,,noun,mouth,рот,բերան,,A2.1-3,A2.1-3,7,Tangram 2,German,15,,,,
die,Nase,,noun,Nose,нос,քիթ,,A2.1-3,A2.1-3,1,Tangram 2,German,15,,,,
das,Ohr,,noun,Ear,ухо,ականջ,,A2.1-3,A2.1-3,2,Tangram 2,German,15,,,,
die,Portion,no,noun,portion,часть,մաս,,A2.1-3,A2.1-3,3,Tangram 2,German,15,,,,
der,Rücken,,other,Back,назад,ետ,,A2.1-3,A2.1-3,5,Tangram 2,German,15,,,,
die,Sahne,,noun,cream,сливки,սերուցք,,A2.1-3,A2.1-3,6,Tangram 2,German,15,,,,
die,Schicht,no,noun,layer,слой,շերտ,,A2.1-3,A2.1-3,7,Tangram 2,German,15,,,,
die,Soße,,noun,sauce,соус,սոուս,,A2.1-3,A2.1-3,4,Tangram 2,German,15,,,,
das,Steak,,noun,steak,стейк,սթեյք,,A2.1-3,A2.1-3,5,Tangram 2,German,15,,,,
die,Universität,,noun,University,университет,համալսարան,,A2.1-3,A2.1-3,1,Tangram 2,German,15,,,,
die,Untersuchung,no,noun,investigation,расследование,հետաքննություն,,A2.1-3,A2.1-3,2,Tangram 2,German,15,,,,
die,Wahl,no,noun,choice,выбор,ընտրություն,,A2.1-3,A2.1-3,3,Tangram 2,German,15,,,,
die,Zwiebel,no,noun,onion,лук,սոխ,,A2.1-3,A2.1-3,4,Tangram 2,German,15,,,,
,abnehmen,,verb,decrease,снижение,նվազեցում,,A2.1-3,A2.1-3,5,Tangram 2,German,15,,,,
,enthalten,,verb,contain,содержать,պարունակել,,A2.1-3,A2.1-3,6,Tangram 2,German,15,,,,
,ernähren,,verb,feed,подача,կեր,,A2.1-3,A2.1-3,7,Tangram 2,German,15,,,,
,fehlen,,verb,luck,отсутствие,պակաս,,A2.1-3,A2.1-3,1,Tangram 2,German,15,,,,
,feststellen,,verb,determine,найти,գտնել,,A2.1-3,A2.1-3,2,Tangram 2,German,15,,,,
,gebraten,,verb,fried,жареные,տապակած,,A2.1-3,A2.1-3,3,Tangram 2,German,15,,,,
,gehören,,verb,belong,принадлежать,պատկանել,,A2.1-3,A2.1-3,4,Tangram 2,German,15,,,,
,gemischt,,verb,mixed,смешанный,խառը,,A2.1-3,A2.1-3,5,Tangram 2,German,15,,,,
,kriegen,,verb,get,получить,ստանալ,,A2.1-3,A2.1-3,6,Tangram 2,German,15,,,,
,lauten stellen,,verb,make a laud,издают громкие,կատարել բարձրաձայն,,A2.1-3,A2.1-3,7,Tangram 2,German,15,,,,
,raten,,verb,advice,советовать,խորհուրդ տալ,,A2.1-3,A2.1-3,1,Tangram 2,German,15,,,,
,reden,,verb,talk,разговор,խոսել,,A2.1-3,A2.1-3,2,Tangram 2,German,15,,,,
,sammeln,,verb,collect,собирать,հավաքել,,A2.1-3,A2.1-3,3,Tangram 2,German,15,,,,
,schimpfen,,verb,rant,декламация,աղմուկով զվարճանալ,,A2.1-3,A2.1-3,4,Tangram 2,German,15,,,,
,sterben,,verb,diet,умереть,մեռնել,,A2.1-3,A2.1-3,5,Tangram 2,German,15,,,,
,vermuten,,verb,suspect,подозреваемый,կասկածել,,A2.1-3,A2.1-3,6,Tangram 2,German,15,,,,
,wiegen,,verb,weigh,взвешивать,կշռել,,A2.1-3,A2.1-3,7,Tangram 2,German,15,,,,
,wissen,,verb,know,знать,իմանալ,,A2.1-3,A2.1-3,1,Tangram 2,German,15,,,,
,dick,,adjective,tick,толстый,հաստ,,A2.1-3,A2.1-3,2,Tangram 2,German,15,,,,
,dunkel,,adjective,dark,темно,մութ,,A2.1-3,A2.1-3,3,Tangram 2,German,15,,,,
,eng,,adjective,closely,тесно,սերտորեն,,A2.1-3,A2.1-3,4,Tangram 2,German,15,,,,
,gesund,,adjective,healthy,здоровый,առողջ,,A2.1-3,A2.1-3,5,Tangram 2,German,15,,,,
,heiß,,adjective,hot,горячий,տաք,,A2.1-3,A2.1-3,6,Tangram 2,German,15,,,,
,hoher,,adjective,high,высокая,բարձր,,A2.1-3,A2.1-3,7,Tangram 2,German,15,,,,
,kalt,,adjective,cold,холодный,ցուրտ,,A2.1-3,A2.1-3,1,Tangram 2,German,15,,,,
,mager,,adjective,lean,постный,նիհար,,A2.1-3,A2.1-3,2,Tangram 2,German,15,,,,
,satt,,adjective,fed up,полный,լրիվ,,A2.1-3,A2.1-3,3,Tangram 2,German,15,,,,
,schlank,,adjective,slim,стройный,բարակ,,A2.1-3,A2.1-3,4,Tangram 2,German,15,,,,
,schlecht,,adjective,bad,плохой,վատ,,A2.1-3,A2.1-3,5,Tangram 2,German,15,,,,
,süß,,adjective,sweet,сладкий,քաղցր,,A2.1-3,A2.1-3,6,Tangram 2,German,15,,,,
,sympathisch,,adjective,nice,симпатический,համակրելի,,A2.1-3,A2.1-3,7,Tangram 2,German,15,,,,
,trocken,,adjective,dry,сухой,չոր,,A2.1-3,A2.1-3,1,Tangram 2,German,15,,,,
,vegetarisch,,adjective,vegetarian,вегетарианец,բուսակերների,,A2.1-3,A2.1-3,2,Tangram 2,German,15,,,,
,verschieden,,adjective,different,другой,տարբեր,,A2.1-3,A2.1-3,3,Tangram 2,German,15,,,,
,warm,,adjective,warm,теплый,ջերմ,,A2.1-3,A2.1-3,4,Tangram 2,German,15,,,,
,Gesundheit!,,other,bless you,Здоровье!,Առողջություն!,,A2.1-3,A2.1-3,5,Tangram 2,German,15,,,,
,Gleichfalls!,,other,you too,Точно так же!,Նմանապես!,,A2.1-3,A2.1-3,6,Tangram 2,German,15,,,,
